id,date,category,total_trades,total_volume,avg_trade_size,retail_trade_share,retail_volume_share,small_trade_share,evening_share,weekend_share,burstiness,flow_score,attention_score,retail_score,retail_level,whale_share,whale_dominated,trade_threshold,trade_threshold_method,markets_covered,quality_markets,confidence_label,confidence_score,created_at
53439,2025-08-12,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882680
53440,2025-08-12,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882680
53441,2025-08-13,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882681
53442,2025-08-13,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882682
53443,2025-08-13,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882682
53444,2025-08-13,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882683
53445,2025-08-14,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882684
53446,2025-08-14,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882684
53447,2025-08-14,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882685
53448,2025-08-14,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882686
53449,2025-08-15,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882686
53450,2025-08-15,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882687
53451,2025-08-15,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882688
53452,2025-08-15,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882689
53453,2025-08-16,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882689
53454,2025-08-16,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882690
53455,2025-08-16,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882691
53456,2025-08-16,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882691
53457,2025-08-17,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882692
53458,2025-08-17,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882693
53459,2025-08-17,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882693
53460,2025-08-17,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882694
53461,2025-08-18,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882695
53462,2025-08-18,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882695
53463,2025-08-18,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882696
53464,2025-08-18,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882697
53465,2025-08-19,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882697
53466,2025-08-19,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882698
53467,2025-08-19,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882698
53468,2025-08-19,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882699
53469,2025-08-20,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882700
53470,2025-08-20,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882700
53471,2025-08-20,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882701
53472,2025-08-20,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882702
53473,2025-08-21,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882702
53474,2025-08-21,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882703
53475,2025-08-21,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882704
53476,2025-08-21,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882704
53477,2025-08-22,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882705
53478,2025-08-22,politics,0,0.0,,,,,,,,,,,,,False,,,0,79,insufficient,0.0,2025-12-30 20:14:13.882706
53479,2025-08-22,sports,0,0.0,,,,,,,,,,,,,False,,,0,68,insufficient,0.0,2025-12-30 20:14:13.882706
53480,2025-08-22,all,0,0.0,,,,,,,,,,,,,False,,,0,219,insufficient,0.0,2025-12-30 20:14:13.882707
53481,2025-08-23,crypto,0,0.0,,,,,,,,,,,,,False,,,0,72,insufficient,0.0,2025-12-30 20:14:13.882708
