event_title,volume_usd,month
(OLD - See Superbowl Game market) Who will win Super Bowl LVII?,57034.63481,2023-01-01 00:00:00.000 UTC
Who will be elected Speaker of the House for the 118th Congress?,54142.35093199999,2023-01-01 00:00:00.000 UTC
Will Joe Biden be POTUS on...?,24620.694699999996,2023-01-01 00:00:00.000 UTC
Will Donald J. Trump be indicted by...?,23517.869570000003,2023-01-01 00:00:00.000 UTC
Will NATO expand by...?,3079.799548000001,2023-01-01 00:00:00.000 UTC
Which party wins 2024 US Presidential Election?,2540.073141,2023-01-01 00:00:00.000 UTC
Oscars 2023,1608.2175000000002,2023-01-01 00:00:00.000 UTC
"Will Ron DeSantis file to run for president by June 30, 2023?",1550.8030039999999,2023-01-01 00:00:00.000 UTC
"Will Hunter Biden be federally indicted by January 6, 2023?",1489.7997640000003,2023-01-01 00:00:00.000 UTC
Will Bitcoin (BTC) reach its all-time high in 2022?,1102.531532,2023-01-01 00:00:00.000 UTC
Will Vladimir Putin remain President of Russia through 2022?,729.736364,2023-01-01 00:00:00.000 UTC
Will @realDonaldTrump tweet in 2022?,589.6883720000001,2023-01-01 00:00:00.000 UTC
Who will win the $1M bet on LUNA's price being over $92.40: Do Kwon or Sensei Algod?,355.52197,2023-01-01 00:00:00.000 UTC
When will MetaMask launch their token?,135.222408,2023-01-01 00:00:00.000 UTC
Others,963890.3285150008,2023-02-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,538034.3337940002,2023-02-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,470548.41196,2023-02-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,319161.3696010001,2023-02-01 00:00:00.000 UTC
Super Bowl LVII: Eagles vs. Chiefs,303111.87425899995,2023-02-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,82142.05484299999,2023-02-01 00:00:00.000 UTC
Will a nuclear weapon detonate by...?,67701.472871,2023-02-01 00:00:00.000 UTC
Arbitrum airdrop by March 31st?,63667.06111299999,2023-02-01 00:00:00.000 UTC
Fed Interest Rates March 2023,48555.144142,2023-02-01 00:00:00.000 UTC
Will GPT-4 have 500b+ parameters?,14585.644534999996,2023-02-01 00:00:00.000 UTC
Will OpenAI release GPT-4 by May 31?,12677.916857,2023-02-01 00:00:00.000 UTC
World Leaders: Will they remain in power through June 30?,12400.967750000002,2023-02-01 00:00:00.000 UTC
Oscars 2023,10032.525894000004,2023-02-01 00:00:00.000 UTC
Will Russia use a nuclear weapon by June 30?,9912.508376,2023-02-01 00:00:00.000 UTC
Will Donald J. Trump be indicted by...?,9599.520734000002,2023-02-01 00:00:00.000 UTC
(OLD - See Superbowl Game market) Who will win Super Bowl LVII?,7549.159734000001,2023-02-01 00:00:00.000 UTC
Will NATO expand by...?,7406.114330000001,2023-02-01 00:00:00.000 UTC
Will Erdoğan win the 2023 Turkish presidential election?,4120.3869159999995,2023-02-01 00:00:00.000 UTC
"Will Ron DeSantis file to run for president by June 30, 2023?",1157.537378,2023-02-01 00:00:00.000 UTC
Will the Fed cut rates in 2023?,1071.139729,2023-02-01 00:00:00.000 UTC
Arbitrum airdrop by March 31st?,5.870200574448993e+06,2023-03-01 00:00:00.000 UTC
Others,1.3176748853530013e+06,2023-03-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,850811.177517999,2023-03-01 00:00:00.000 UTC
$ARB above $1 one week after launch?,813927.9767580004,2023-03-01 00:00:00.000 UTC
Will Donald J. Trump be indicted by...?,552711.690114,2023-03-01 00:00:00.000 UTC
Balaji Bet: BTC > $1m USD on June 17?,367578.661052,2023-03-01 00:00:00.000 UTC
Fed Interest Rates March 2023,337186.02517499996,2023-03-01 00:00:00.000 UTC
Will Erdoğan win the 2023 Turkish presidential election?,328979.2447180002,2023-03-01 00:00:00.000 UTC
Arbitrum token FDV >$5b one week after launch?,232982.567286,2023-03-01 00:00:00.000 UTC
Will OpenAI release GPT-4 by May 31?,106366.18908400001,2023-03-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,100631.45385800002,2023-03-01 00:00:00.000 UTC
Will Credit Suisse fail by March 31?,95040.32138899998,2023-03-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,86554.01938600003,2023-03-01 00:00:00.000 UTC
$ARB above $10 one week after launch?,76443.574726,2023-03-01 00:00:00.000 UTC
zkSync airdrop by June 1?,72692.25796799999,2023-03-01 00:00:00.000 UTC
"Will Silvergate announce it is filing for bankruptcy by March 31, 2023?",63425.31664799996,2023-03-01 00:00:00.000 UTC
"Will Binance.com become insolvent by Mar 31, 2023?",63316.086466,2023-03-01 00:00:00.000 UTC
Will Andrew Tate be released by April 30?,54318.132427,2023-03-01 00:00:00.000 UTC
Will uninsured SVB depositors get all their money back by June 30?,49270.829463999995,2023-03-01 00:00:00.000 UTC
Oscars 2023,41141.50421000001,2023-03-01 00:00:00.000 UTC
Others,1.3396465060460006e+06,2023-04-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,324198.5204770001,2023-04-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,244982.590803,2023-04-01 00:00:00.000 UTC
Will Erdoğan win the 2023 Turkish presidential election?,185921.80451199994,2023-04-01 00:00:00.000 UTC
Will Donald J. Trump be indicted by...?,178916.75413999998,2023-04-01 00:00:00.000 UTC
Fed Interest Rates: May 2023,154453.23891299986,2023-04-01 00:00:00.000 UTC
Will Trump smile in his mugshot?,126056.32852699995,2023-04-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,122099.93178600003,2023-04-01 00:00:00.000 UTC
Will Interpol issue a Red Notice for CZ by Friday?,81152.678635,2023-04-01 00:00:00.000 UTC
2023 FIDE World Chess Championship,67485.32830500003,2023-04-01 00:00:00.000 UTC
Sui Airdrop by May 15?,52238.46760499999,2023-04-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,45096.72731200001,2023-04-01 00:00:00.000 UTC
Will a nuclear weapon detonate by...?,34752.377721,2023-04-01 00:00:00.000 UTC
Will $ARB hit $1 or $2 first?,27202.292366999995,2023-04-01 00:00:00.000 UTC
Balaji Bet: BTC > $1m USD on June 17?,22677.340099999994,2023-04-01 00:00:00.000 UTC
"Will Ron DeSantis file to run for president by June 30, 2023?",18393.006476,2023-04-01 00:00:00.000 UTC
Will the Fed cut rates in 2023?,9372.366016,2023-04-01 00:00:00.000 UTC
zkSync airdrop by June 1?,8646.497268000003,2023-04-01 00:00:00.000 UTC
Will FTX relaunch by June 30?,8151.443279000001,2023-04-01 00:00:00.000 UTC
Will GPT-4 have 500b+ parameters?,8067.255297000001,2023-04-01 00:00:00.000 UTC
Will Erdoğan win the 2023 Turkish presidential election?,4.188617759809997e+06,2023-05-01 00:00:00.000 UTC
Others,826184.2149180007,2023-05-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,522365.33394200006,2023-05-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,403827.65015099995,2023-05-01 00:00:00.000 UTC
US debt ceiling hike by...?,248808.01354999992,2023-05-01 00:00:00.000 UTC
NBA Conference Finals: Who will win each series?,175688.748416,2023-05-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,167630.94118799997,2023-05-01 00:00:00.000 UTC
Turkish Presidential Margin of Victory >5%?,149361.21557,2023-05-01 00:00:00.000 UTC
Sui Airdrop by May 15?,136908.50456200002,2023-05-01 00:00:00.000 UTC
Fed Interest Rates: June 2023,100635.615388,2023-05-01 00:00:00.000 UTC
Will the Turkish presidential election go to a second round?,99677.78992699996,2023-05-01 00:00:00.000 UTC
Will N.D. win a plurality in the Greek election?,88314.546989,2023-05-01 00:00:00.000 UTC
Erdoğan >93¢ on May 26?,72576.160871,2023-05-01 00:00:00.000 UTC
DeSantis' Presidential Twitter Space: Will he mention?,67412.14721299999,2023-05-01 00:00:00.000 UTC
Will Interpol issue a Red Notice for CZ by May 19?,53521.329350000015,2023-05-01 00:00:00.000 UTC
Balaji Bet: BTC > $1m USD on June 17?,41093.485199999996,2023-05-01 00:00:00.000 UTC
Will a nuclear weapon detonate by...?,38053.552337999994,2023-05-01 00:00:00.000 UTC
Will $ARB hit $1 or $2 first?,37709.22839800001,2023-05-01 00:00:00.000 UTC
Will the Fed cut rates in 2023?,33785.720284999996,2023-05-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,33657.821611,2023-05-01 00:00:00.000 UTC
Will the missing submarine be found by June 23?,1.9365467133359988e+06,2023-06-01 00:00:00.000 UTC
Others,1.328270363793e+06,2023-06-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,584647.6508079997,2023-06-01 00:00:00.000 UTC
Russian Coup: Putin vs Wagner,384601.92926400003,2023-06-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,358248.54054699995,2023-06-01 00:00:00.000 UTC
Fed Interest Rates: June 2023,261362.37026599998,2023-06-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,240511.61079300003,2023-06-01 00:00:00.000 UTC
Will a nuclear weapon detonate by...?,220098.266218,2023-06-01 00:00:00.000 UTC
US debt ceiling hike by...?,189434.07940300007,2023-06-01 00:00:00.000 UTC
Will Putin remain President of Russia through 2023?,175484.37630000003,2023-06-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,174228.51540200002,2023-06-01 00:00:00.000 UTC
Will @realDonaldTrump tweet by June 30?,160963.79816000012,2023-06-01 00:00:00.000 UTC
Champions League Final: Man City v. Inter,156619.101289,2023-06-01 00:00:00.000 UTC
Putin to remain President of Russia through Monday?,137594.72175800006,2023-06-01 00:00:00.000 UTC
Will Elon and Zuck announce a fight?,135220.74354199992,2023-06-01 00:00:00.000 UTC
Will FTX relaunch by June 30?,95245.543464,2023-06-01 00:00:00.000 UTC
Will $USDT depeg by June 30?,95203.41608200001,2023-06-01 00:00:00.000 UTC
Will Ukraine sever the land bridge between Crimea and Russia before Nov 1?,82914.83361399993,2023-06-01 00:00:00.000 UTC
NBA Champion,77182.76037500001,2023-06-01 00:00:00.000 UTC
World Leaders: Will they remain in power through June 30?,71908.93429199999,2023-06-01 00:00:00.000 UTC
Others,1.6321110158670004e+06,2023-07-01 00:00:00.000 UTC
Will 'Barbie' gross over $150m on opening weekend?,797158.5545200002,2023-07-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,539204.122721,2023-07-01 00:00:00.000 UTC
Will the US confirm that aliens exist by August 31?,447330.66950599995,2023-07-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,383124.446525,2023-07-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,295064.03641600005,2023-07-01 00:00:00.000 UTC
Will 'Barbie' or 'Oppenheimer' gross more on opening weekend?,282857.7493899999,2023-07-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,281470.57867099997,2023-07-01 00:00:00.000 UTC
Will Sweden join NATO by...?,256874.603173,2023-07-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,239718.15221900007,2023-07-01 00:00:00.000 UTC
Fed Interest Rates: July 2023,167868.360419,2023-07-01 00:00:00.000 UTC
Will Novak Djokovic win Wimbledon?,135471.56868599996,2023-07-01 00:00:00.000 UTC
Will NASA record 2023 as the hottest year on record? (1.03°C or higher),127006.70789899999,2023-07-01 00:00:00.000 UTC
Trump and Biden both win nomination?,118453.93073699994,2023-07-01 00:00:00.000 UTC
'Oppenheimer' opening weekend,89067.505895,2023-07-01 00:00:00.000 UTC
Musk vs. Zuck: Aug 31,88173.46186799997,2023-07-01 00:00:00.000 UTC
"Will $ETH hit $2,500 by July 31?",86037.65772599998,2023-07-01 00:00:00.000 UTC
Will unverified Twitter users be able to see more than 1k posts per day by July 10?,81043.38841500001,2023-07-01 00:00:00.000 UTC
Will Elon and Zuck announce a fight by July 15?,77058.010521,2023-07-01 00:00:00.000 UTC
Will Mbappé join a Saudi club this transfer window?,75165.20497099998,2023-07-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,2.5897336564979977e+06,2023-08-01 00:00:00.000 UTC
Others,1.8930866076290002e+06,2023-08-01 00:00:00.000 UTC
Will the US confirm that aliens exist by August 31?,459961.4363780001,2023-08-01 00:00:00.000 UTC
Musk vs. Zuck: Aug 31,339622.23564200004,2023-08-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,323811.239095,2023-08-01 00:00:00.000 UTC
Will NASA record 2023 as the hottest year on record? (1.03°C or higher),262767.67543700006,2023-08-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,249347.56091,2023-08-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,226618.65103,2023-08-01 00:00:00.000 UTC
Trump heavier than 260 lbs?,201768.801095,2023-08-01 00:00:00.000 UTC
Will there be widespread flooding in LA?,199005.68262499996,2023-08-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,177754.478279,2023-08-01 00:00:00.000 UTC
"BTC above $28,000 at end of August?",144927.652132,2023-08-01 00:00:00.000 UTC
Will Barbenheimer overtake Star Wars: The Force Awakens?,136701.44487999994,2023-08-01 00:00:00.000 UTC
"Superconductor ""Yes"" trading between 15¢ and 65¢ EOW?",127867.85793599997,2023-08-01 00:00:00.000 UTC
"ETH above $1,700 on Sep 1?",126074.27956900003,2023-08-01 00:00:00.000 UTC
Trump mugshot by...?,118407.59559399998,2023-08-01 00:00:00.000 UTC
Will $USDT depeg by August 31?,104380.40494700003,2023-08-01 00:00:00.000 UTC
Will Trump smile in his mugshot?,75179.519852,2023-08-01 00:00:00.000 UTC
Will Niger's coup trigger military intervention?,72031.88321300001,2023-08-01 00:00:00.000 UTC
"ETH above $1,700 on Aug 25?",66721.64928799999,2023-08-01 00:00:00.000 UTC
Others,1.0086539923480005e+06,2023-09-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,431363.31100800034,2023-09-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,408320.510592,2023-09-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,402586.76738100004,2023-09-01 00:00:00.000 UTC
Will SBF get Adderall in jail?,187311.170385,2023-09-01 00:00:00.000 UTC
Will Adin Ross interview Kim Jong Un on stream by Saturday?,166573.298122,2023-09-01 00:00:00.000 UTC
Will there be a US government shutdown by October 2?,136759.57414699992,2023-09-01 00:00:00.000 UTC
‘Taylor Swift: Eras Tour’ opening weekend,114932.10918999999,2023-09-01 00:00:00.000 UTC
2023 Global Heat Increase,101712.166545,2023-09-01 00:00:00.000 UTC
Will NASA record 2023 as the hottest year on record? (1.03°C or higher),98951.38257999999,2023-09-01 00:00:00.000 UTC
$BTC price on Sep 30?,95661.434021,2023-09-01 00:00:00.000 UTC
Will Donald Trump be President of the USA on...?,95575.977568,2023-09-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,81987.48727099999,2023-09-01 00:00:00.000 UTC
Will MrBeast Hit 200 Million Subscribers by...?,60478.646075000004,2023-09-01 00:00:00.000 UTC
"ETH above $1,700 on Sep 8?",59520.8899,2023-09-01 00:00:00.000 UTC
Trump and Biden both win nomination?,58322.22107799999,2023-09-01 00:00:00.000 UTC
Fed Interest Rates: September 2023,50145.39661600001,2023-09-01 00:00:00.000 UTC
Is Obama queer?,43569.050747,2023-09-01 00:00:00.000 UTC
Will the SEC approve BlackRock's Bitcoin ETF by...?,35310.88403500001,2023-09-01 00:00:00.000 UTC
Argentina Presidential Election: Who will win?,32885.891616,2023-09-01 00:00:00.000 UTC
Others,3.111380548789002e+06,2023-10-01 00:00:00.000 UTC
2023 Global Heat Increase,604276.0210900002,2023-10-01 00:00:00.000 UTC
Will Israel launch a major ground offensive in Gaza by Oct 31?,585096.3041399999,2023-10-01 00:00:00.000 UTC
Hamas still in power in Gaza by Oct 31?,529754.6616730001,2023-10-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,503783.11529099994,2023-10-01 00:00:00.000 UTC
Will the US rescue at least one American hostage from Hamas by Oct 31?,392064.91639100004,2023-10-01 00:00:00.000 UTC
Who will be the next speaker?,373672.878551,2023-10-01 00:00:00.000 UTC
‘Taylor Swift: Eras Tour’ opening weekend,341338.90326899994,2023-10-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,320680.38331999996,2023-10-01 00:00:00.000 UTC
Did Israeli intelligence have advanced knowledge of the Attack?,318928.775286,2023-10-01 00:00:00.000 UTC
Israel or Palestine responsible for Gaza hospital explosion?,276410.90197699994,2023-10-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,241954.701495,2023-10-01 00:00:00.000 UTC
Argentina Presidential Election: Who will win?,228360.934797,2023-10-01 00:00:00.000 UTC
Will there be a US government shutdown by October 2?,181539.11833199998,2023-10-01 00:00:00.000 UTC
US military intervention by Oct 31?,173037.76409199997,2023-10-01 00:00:00.000 UTC
Will Putin remain President of Russia through 2023?,156093.459511,2023-10-01 00:00:00.000 UTC
Will Trump be Speaker by Dec 31?,151026.410039,2023-10-01 00:00:00.000 UTC
Israel and Hamas ceasefire by Oct 31?,140783.73438199994,2023-10-01 00:00:00.000 UTC
Will NASA record 2023 as the hottest year on record? (1.03°C or higher),113824.98805599999,2023-10-01 00:00:00.000 UTC
Will Israel launch a major ground offensive in Gaza by Friday?,112277.078287,2023-10-01 00:00:00.000 UTC
Others,3.271748915724e+06,2023-11-01 00:00:00.000 UTC
Argentina Presidential Election: Who will win?,445046.21977300016,2023-11-01 00:00:00.000 UTC
LayerZero airdrop in 2023?,401965.8091399996,2023-11-01 00:00:00.000 UTC
Sam back as CEO of OpenAI?,370057.3877849993,2023-11-01 00:00:00.000 UTC
2023 Global Heat Increase,297373.1393320002,2023-11-01 00:00:00.000 UTC
Will there be a US government shutdown by November 19?,215812.66775099997,2023-11-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,214694.08984900004,2023-11-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,198381.606497,2023-11-01 00:00:00.000 UTC
Taiwan Presidential Election: Who will win?,174643.84203100004,2023-11-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,154277.69098699995,2023-11-01 00:00:00.000 UTC
Israel and Hamas ceasefire by Nov 30?,144090.63398800002,2023-11-01 00:00:00.000 UTC
Will a Democrat win the Kentucky gubernatorial election?,141388.430399,2023-11-01 00:00:00.000 UTC
Will Joe Biden be President of the United States on...?,131636.94067600003,2023-11-01 00:00:00.000 UTC
US military intervention by Oct 31?,122449.68348499996,2023-11-01 00:00:00.000 UTC
" Israel and Hamas ceasefire in 2023?",113749.13692800002,2023-11-01 00:00:00.000 UTC
"Will ETH hit $2,500 by EOY?",100367.34391099995,2023-11-01 00:00:00.000 UTC
Emmett Shear still CEO of OpenAI by end of week?,92807.01816999995,2023-11-01 00:00:00.000 UTC
Temporary ceasefire for hostages deal by Nov 10?,92459.93722999998,2023-11-01 00:00:00.000 UTC
Will the Blast bridge be exploited by end of February?,89312.032435,2023-11-01 00:00:00.000 UTC
"Will $ETH hit $1,800 or $2,200 first?",81171.677447,2023-11-01 00:00:00.000 UTC
Others,2.5922177059220006e+06,2023-12-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,934001.922508,2023-12-01 00:00:00.000 UTC
Taiwan Presidential Election: Who will win?,468688.8192719999,2023-12-01 00:00:00.000 UTC
Bitcoin ETF approved by Jan 15?,325390.4946580003,2023-12-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,293597.57149100007,2023-12-01 00:00:00.000 UTC
Fed rate cut by...?,238295.13210200012,2023-12-01 00:00:00.000 UTC
Is the Room-Temp Superconductor real?,237774.47745499993,2023-12-01 00:00:00.000 UTC
2023 Global Heat Increase,205826.45082699994,2023-12-01 00:00:00.000 UTC
LayerZero airdrop in 2023?,187349.076866,2023-12-01 00:00:00.000 UTC
"Will ETH hit $2,500 by EOY?",179119.06733799994,2023-12-01 00:00:00.000 UTC
Trump and Biden both win nomination?,160715.68717900003,2023-12-01 00:00:00.000 UTC
"Will BTC hit $50,000 in 2023?",140160.27175699998,2023-12-01 00:00:00.000 UTC
Did Israeli intelligence have advanced knowledge of the Attack?,124383.67884000002,2023-12-01 00:00:00.000 UTC
Which college presidents who testified on antisemitism will stay through 2023?,124308.09412799997,2023-12-01 00:00:00.000 UTC
US Congress approve more Ukraine aid in 2023?,101587.69124499995,2023-12-01 00:00:00.000 UTC
Will the GTA 6 trailer get >600m views on day 1?,92816.16415300003,2023-12-01 00:00:00.000 UTC
Will the US confirm that aliens exist in 2023?,63877.548010000006,2023-12-01 00:00:00.000 UTC
Will US attack Yemen in 2023?,63869.863489999996,2023-12-01 00:00:00.000 UTC
Will Putin remain President of Russia through 2023?,62939.27350999999,2023-12-01 00:00:00.000 UTC
Detroit Pistons longest single-season losing streak in NBA history (>26 games)?,62036.515032999996,2023-12-01 00:00:00.000 UTC
Others,1.1830532286971996e+07,2024-01-01 00:00:00.000 UTC
Bitcoin ETF approved by Jan 15?,9.757761878973998e+06,2024-01-01 00:00:00.000 UTC
Presidential Election Winner 2024,9.51987856630399e+06,2024-01-01 00:00:00.000 UTC
New Hampshire Republican Primary Winner,3.0343599354080004e+06,2024-01-01 00:00:00.000 UTC
Iowa Caucus 2nd place?,2.892780581523e+06,2024-01-01 00:00:00.000 UTC
Taiwan Presidential Election: Who will win?,2.7639354827299993e+06,2024-01-01 00:00:00.000 UTC
Democratic Nominee 2024,2.3758300729169995e+06,2024-01-01 00:00:00.000 UTC
Trump Margin of Victory in New Hampshire Primary?,2.020487595306999e+06,2024-01-01 00:00:00.000 UTC
[Single Markets] Democratic Nominee 2024,1.3359069454189998e+06,2024-01-01 00:00:00.000 UTC
When will Bitcoin ETF be approved?,1.2731926268190003e+06,2024-01-01 00:00:00.000 UTC
Fed rate cut by...?,1.1237526384879996e+06,2024-01-01 00:00:00.000 UTC
Bitcoin ETFs first week combined AUM,926237.1013379995,2024-01-01 00:00:00.000 UTC
Who will win the 2024 Republican Iowa Caucus?,832181.0813809998,2024-01-01 00:00:00.000 UTC
"Will BTC hit $50,000 by Jan 31?",812640.5898859999,2024-01-01 00:00:00.000 UTC
Who will get more votes in Taiwan Election: Hou Yu-ih (侯友宜) or Ko Wen-je (柯文哲)?,806806.0227839999,2024-01-01 00:00:00.000 UTC
Bitcoin all time high by Mar 31?,670557.5483530003,2024-01-01 00:00:00.000 UTC
Trump and Biden both win nomination?,598000.9622310001,2024-01-01 00:00:00.000 UTC
Trump Margin of Victory in South Carolina Primary?,552172.1468969997,2024-01-01 00:00:00.000 UTC
Hamas lose power in Gaza before February?,540978.7192130001,2024-01-01 00:00:00.000 UTC
Super Bowl Winner 2024,498944.9817369998,2024-01-01 00:00:00.000 UTC
Others,1.4125846427919999e+07,2024-02-01 00:00:00.000 UTC
Presidential Election Winner 2024,7.653858652174002e+06,2024-02-01 00:00:00.000 UTC
Democratic Nominee 2024,4.934965472951998e+06,2024-02-01 00:00:00.000 UTC
Trump Margin of Victory in South Carolina Primary?,1.934561537006e+06,2024-02-01 00:00:00.000 UTC
Republican VP nominee?,1.9208110335189991e+06,2024-02-01 00:00:00.000 UTC
Fed rate cut by...?,1.4272248169700003e+06,2024-02-01 00:00:00.000 UTC
Popular Vote Winner 2024,1.2650381493609997e+06,2024-02-01 00:00:00.000 UTC
Ethereum ETF approved by May 31?,1.117274389226e+06,2024-02-01 00:00:00.000 UTC
Biden drops out of presidential race?,1.0011407514839999e+06,2024-02-01 00:00:00.000 UTC
South Carolina Republican Primary Winner,915066.466667,2024-02-01 00:00:00.000 UTC
Will Biden drop out by Friday?,882586.1160030001,2024-02-01 00:00:00.000 UTC
Republican Nominee 2024,638548.1834300004,2024-02-01 00:00:00.000 UTC
Will Ether Rock sell for over $600k at Sotheby’s?,570527.609828,2024-02-01 00:00:00.000 UTC
Bitcoin all time high by Mar 31?,538671.0020910001,2024-02-01 00:00:00.000 UTC
Trump and Biden both win nomination?,503775.80860500014,2024-02-01 00:00:00.000 UTC
Super Bowl Winner 2024,496583.51802600024,2024-02-01 00:00:00.000 UTC
"Will BTC hit $55,000 in February?",473783.05243000033,2024-02-01 00:00:00.000 UTC
Will Nikki Haley drop out before South Carolina primary?,464684.24300799996,2024-02-01 00:00:00.000 UTC
NY-3 Special Election for Santos seat: Suozzi (D) vs. Pilip (R),409346.78514099994,2024-02-01 00:00:00.000 UTC
"Will BTC hit $50,000 in February?",369937.1253059999,2024-02-01 00:00:00.000 UTC
Others,1.6179746236382004e+07,2024-03-01 00:00:00.000 UTC
Presidential Election Winner 2024,8.5968088136e+06,2024-03-01 00:00:00.000 UTC
Democratic Nominee 2024,3.510339865103999e+06,2024-03-01 00:00:00.000 UTC
Popular Vote Winner 2024,3.1826668421239983e+06,2024-03-01 00:00:00.000 UTC
Republican VP nominee?,2.887989935476999e+06,2024-03-01 00:00:00.000 UTC
Republican Nominee 2024,2.228008467249e+06,2024-03-01 00:00:00.000 UTC
Which Super Tuesday states will Trump win?,1.1423389649940003e+06,2024-03-01 00:00:00.000 UTC
Ethereum ETF approved by May 31?,1.0323575064540002e+06,2024-03-01 00:00:00.000 UTC
Fed rate cut by...?,1.031308438909e+06,2024-03-01 00:00:00.000 UTC
First place in California Senate Primary?,960934.2184990004,2024-03-01 00:00:00.000 UTC
How long will SBF's sentence be?,953028.663678,2024-03-01 00:00:00.000 UTC
Biden drops out of presidential race?,841694.4517210001,2024-03-01 00:00:00.000 UTC
'Dune: Part Two' Opening Weekend Box Office,631989.9064749999,2024-03-01 00:00:00.000 UTC
NCAA March Madness Winner,622960.4591909999,2024-03-01 00:00:00.000 UTC
[Single Markets] Republican Nominee 2024,558657.5370840001,2024-03-01 00:00:00.000 UTC
What price will BTC reach in March?,539963.833419,2024-03-01 00:00:00.000 UTC
Trump wins every state in Rep. Nomination?,438294.06532199995,2024-03-01 00:00:00.000 UTC
Electoral College Margin of Victory?,438290.31114800024,2024-03-01 00:00:00.000 UTC
Trump and Biden both win nomination?,354555.964528,2024-03-01 00:00:00.000 UTC
US government shutdown by Mar 9?,351072.24735900003,2024-03-01 00:00:00.000 UTC
Others,1.6759637201179e+07,2024-04-01 00:00:00.000 UTC
Presidential Election Winner 2024,8.200168162936995e+06,2024-04-01 00:00:00.000 UTC
Popular Vote Winner 2024,2.238853030777e+06,2024-04-01 00:00:00.000 UTC
Ethereum ETF approved by May 31?,1.720027090992999e+06,2024-04-01 00:00:00.000 UTC
Democratic Nominee 2024,1.6875459216770001e+06,2024-04-01 00:00:00.000 UTC
Fed rate cut by...?,1.0876837312830004e+06,2024-04-01 00:00:00.000 UTC
Republican VP nominee?,908203.2088149997,2024-04-01 00:00:00.000 UTC
How Long will CZ's sentence be?,837493.725866,2024-04-01 00:00:00.000 UTC
First cat to $1b?,543188.050371,2024-04-01 00:00:00.000 UTC
What price will $BTC reach in April?,542382.7316689998,2024-04-01 00:00:00.000 UTC
Electoral College Margin of Victory?,539244.224672,2024-04-01 00:00:00.000 UTC
Biden drops out of presidential race?,535782.905642,2024-04-01 00:00:00.000 UTC
NBA Champion,522186.442222,2024-04-01 00:00:00.000 UTC
Airdrops by June 30?,517027.4798860001,2024-04-01 00:00:00.000 UTC
Fed Interest Rates: May 2024,423884.71867000003,2024-04-01 00:00:00.000 UTC
Ansem vs. Barney,421164.42472500016,2024-04-01 00:00:00.000 UTC
Balance of Power: 2024 Election,403259.634023,2024-04-01 00:00:00.000 UTC
Trump and Biden both win nomination?,369472.110032,2024-04-01 00:00:00.000 UTC
Israel military action against Iran by Friday?,359909.96007300017,2024-04-01 00:00:00.000 UTC
Ethereum ETF approved by...?,331325.577974,2024-04-01 00:00:00.000 UTC
Others,2.2210132063309003e+07,2024-05-01 00:00:00.000 UTC
Presidential Election Winner 2024,9.81207625092499e+06,2024-05-01 00:00:00.000 UTC
